comment_sen,score
"流畅度：目前只有一个游戏很流畅呢，德芙的流畅赶脚，good
运行速度：作为一个游戏机来讲没问题的啦，
稳定性：暂时没有卡顿或者闪退的情况
画面效果：游戏够够用了嘛，要什么自行车
外形外观：黑色灰色超级酷
产品包装：包装红色，国行一等，我是勇士我怕谁",2
对比犹豫了好久，买了国行版本的京东物流很快，第二天就到了，拿到以后试试，没有什么问题，运行速度很快，画面效果也很好，没有什么卡顿，稳定性很强，游戏的话，要单独买游戏卡，不过价格也还好，可以接受，还可以和电视连接，很喜欢，好评,2
只能玩一个游戏的任天堂，他奇葩啦,0
开卖这么久还不上游戏，也不开后门！太垃圾了,0
唉，入错坑了，还是要买港版或日版的,1
谁买国行谁**，虚假宣传,0
垃圾，谁买谁2，就一个游戏,0
感觉买了一块砖,0
"流畅度：画面流畅无卡顿
运行速度：大品牌，转换无压力
稳定性：游戏输入，人物选择，系统稳定
画面效果：画面清晰，色彩饱和，人物细腻
外形外观：大品牌，黑色和蓝红CP
产品包装：京东快递特别快，包装完整无拆封",2
大家都注意了，只有一款游戏可以下载，还说拆封了，不让我退货，大家千万小心不要上当了。想玩游戏的不要买这个机器了，买了只能当佛祖供着。,0
纠结买日版?港版?还是国行?的朋友会很多，毕竟考虑到售后问题还是选择了自营国行的京东，虽然目前的游戏还少，但个人还是喜欢单机版游戏。之所以选择任天堂游戏，和朋友家人和孩子玩游戏也是一种快乐。特有玩游戏的三种模式也很方便，抽拉式的手柄也很有创意，希望国行的健身环大冒险等一些游戏游戏能尽快上市吧!,2
辣鸡中的战斗机，过年期间贪图京东的送货速度买了国行，脑子进水才买了，我就靠一个游戏过一个月？？一拆就不能退货，切记千万不要买！！！！！,0
一颗还是看在马里奥的面子,0
国行最失望的一次，购买前一定要了解清楚，国行啥也玩不了，某站可以看看UP的NS推荐，问题是还不给退货。各种理由，再强调一次，啥也玩不了，啥也玩不了，锁区，数字版，不存在，不存在，,0
非常满意的一次购物，京东物流快递第二天就给我发货，三天内就送达我手上了。简易的包装，不过还好没有什么磕碰。我选择了经典的红蓝机配色，摆在客厅十分搭。机器运行流畅，发热可以接受，游戏机自带两个手柄。额外我又买了2个。和家里的表弟表妹一起玩耍，不亦乐乎。,2
以后请叫我国行勇士谢谢，就一个吃蘑菇也敢说自己是游戏机？你是不是对游戏机有什么误解，你可早点下架并改名泡面盖吧！,0
国行就是垃圾,0
凑热闹买的，手残砖头总顶不到。塞尔达很好玩，找到了玩魔兽的感觉，健身环是真健身。希望以后游戏多些，直接在线买了，省着麻烦了,2
任天堂Switch国行续航增强版，确实是一款不错的游戏产品，外观设计漂亮，颜色搭配合理，发货速度快，收到货，第一时间就体验了一下超级玛玛丽，找到了童年的乐趣，手抦灵活，舒适度佳，接上大屏显示器，效果更好，价格合理，值得推荐！,2
"稳定性：还可以啊
流畅度：快
外形外观：不错
运行速度：快
产品包装：很好",2
入手两个多月依然是一块板砖，数周发的游戏已经数十周了还依然只有一个游戏。不发游戏也不开后门。 奉劝各位千万不要买国行。京东很好，就是腾讯有点坑,0
右边手柄松，左边手柄紧,1
国行就是板砖  千万别买！！！！！看7天无理由退换，就想拍了再了解，结果不给我退了&hellip;！！  千万别买,0
挺好的。玩的我很开心。开心的不得了。啊哈哈哈哈哈哈?哈哈哈哈！,2
"流畅度：不会存在卡顿现象，摇杆操控很顺畅
运行速度：超快，反馈相当灵敏
稳定性：任天堂历史悠久大品牌，必须稳定
画面效果：帧率完全够用，画面色彩不失真，720p放到电视上效果也很棒
外形外观：外观绝对够有设计感，应该有很多朋友都是冲这个外观去的吧",2
"流畅度：非常流畅，毕竟国行机是为了提高卡带的销售量
运行速度：非常好，毕竟要兼容国内外游戏卡带
稳定性：非常稳定，毕竟肩负着提高卡带销售量
画面效果：非常好，毕竟中看不中用
外形外观：美中不足就是卡带不能联网",0
太好玩了吧，第一天玩到凌晨三点，内置超级玛丽体验版，连接电视很流程，坐等买的游戏到货，也希望能多出国行版游戏呀，超级期待健身环了,2
"流畅度：挺灵敏的，触屏
运行速度：快
稳定性：有待观察
画面效果：不错逼真很nice
外形外观：颜值高很亮很酷！
产品包装：挺严实",2
千万别买，里面就一个游戏可玩还是体验版，就是一个垃圾产品,0
客服服务态度非常明确，买了拆了就是不可以退。谁买东西不拆开来看啊，真是醉了。内容详情页没说明清楚不同版本的switch的区别，结果justdance玩不了all stars。还不承认自己的不足坚持不肯退货。那就算了，我花比日行还贵的钱来买国行保证售后，结果这个待遇，不会再买国行。,0
"流畅度：很好
稳定性：很高
画面效果：完美
产品包装：比想象中的要好很多
第一次接触ns这类主机游戏，之前对主机类游戏了解也不多，但大概还是多少了解国行和其他版本的区别，出于保修，省事，价格等多方面考虑了，还是入手了国行版的游戏，不得不说，真香啊。画质清晰，操作舒适，新买的奥德赛感觉也挺好玩，期待国行继续上新游戏。",2
做了国行勇士  超长假期正适合玩奥德赛  主要看中京东能买延保服务 三年意外加故障怎么都安心   总之目前看来非常棒 坐等国行上游戏,2
只有一款游戏的游戏机第一次见，买过来看的吗，客服一直说给国行一点时间，请问游戏机的寿命给我时间吗，买的时候页面可没有标注只有一款游戏，可以说是体验感超级差,0
**，买完就降价，还有不同的套餐，全是套路,0
小时候最美好的回忆，从一代卡机玩到3带，有很多很多经典的游戏记忆。这次是孩子买来一起玩的，超级美丽的机子，比我们那时候精致很多，关键是马里奥还是马里奥，第一次玩的时候热泪盈眶。看着孩子和我一起战斗，感觉真的是太好了。抱歉抱歉，偷懒没拍图片,2
国行烈士，奉劝大家千万不要买，没游戏，不开后门，只能买卡带，还不能买DLC,0
买了块砖，膜非常难贴没有酒精包没有除尘贴,0
很好，盖泡面压的很严实，砸核桃也还可以,1
外形外观：很好看！终于入坑switch了，希望赶紧出更多的游戏,2
"外形外观：外形特征还是很大气，满意
产品包装：包装也很好 重点物流速度不错，刚好活动有买，价格比想象中的优惠，赶紧下手
运行速度：目前使用没发现什么问题，希望祝我使用愉快吧，哈哈哈哈，目前感受还是很不错，满意
稳定性：整体稳定性和网络有关，机子没什么问题",2
就一个顶蘑菇，吃枣药丸,0
"我是一个游戏迷，之前是索尼的铁杆粉丝，ps2,ps3,ps4,psp,psv都买过，任天堂我只玩过红白机，还有最早的黑白屏幕的gameboy,算是个门外汉，不是很懂。去年年底国行刚出的时候纠结了老半天，一直在想，买还是不买，最后还是忍住了没买。疫情期间实在没事干了，王者也打腻了，想玩点有新鲜感的游戏，一看正好赶上主机有六期免息的活动，又加上腾讯这几天发力了，一连推出两款新游戏，就没有再犹豫，果断地买下了它。拿到机器后就马上就爱上了它，做工精细，很大个儿，份量也足，配件很齐全，很人性化，有腕带，有手柄座，连接电视的充电底座，买了一张游戏卡，玩了一下，总体感受还是不错的，很流畅。在京东买电子产品，很放心，售后也有保障。喜欢玩switch的妹子们记得**好友哦！",2
任天堂的switch，多少人儿时心中的梦想啊！终于有机会等到国行的发售了。不再像年轻时那么喜欢折腾，感觉这次腾讯代理的非常恰好时机。看中一年的保修，不需要来回的折腾，挺好的。支持的游戏也非常的多，不会那么孤单无聊了。感觉还是挺值得入手的，壳子颜色也很正，非常喜欢。,2
三个月一款游戏，也没有后门，我买的是个祖宗，应该供起来。,0
这么贵只有一个游戏，买的需谨慎。还不如小霸王。,0
"流畅度：和原版其实一样的，只是处理器制程更新带来低功耗
稳定性：因为系统简单，从未死机或者崩溃
画面效果：画面效果好，堪称有史以来任天堂最好的画面
产品包装：有中文，有腾讯标签，感动
此前已入手欧版NS，听闻国行发布特来捧场，用微信登录，还是挺感动的。测试了手边所有的卡带均可以正常运行。大家可以放心购买，截止到2020.01.09官方只有一款超级马里奥兄弟，还是数字版，与市场严重脱节，希望可以加快引进速度。借此也怀念一下神游，想必买过神游的朋友都会来捧个场吧",2
垃圾，缺件，延迟发货迟迟不给处理问题，一拖再拖    垃圾,0
关注switch已经很久了，在国行和国外版之间犹豫了很久，我不是重度玩家，经过权衡利弊，最终选择了国行，虽然游戏很少，但毕竟国行价格实惠而且售后也有保障，连上电视玩效果很不错，终于实现了多年的游戏机梦想！,2
